,pokedex_no,pokemon_name,pokemon_type,info,abilities,base_status,weakness_types,height(m),weight(kg)
857,858,Hatterene,"['Psychic', 'Fairy']",Silent Pokémon,"['Healer', 'Anticipation', 'Magic Bounce']",510,"['Poison', 'Ghost', 'Steel']",2.1,5.0
858,859,Impidimp,"['Dark', 'Fairy']",Wily Pokémon,"['Prankster', 'Frisk', 'Pickpocket']",265,"['Poison', 'Steel', 'Fairy']",0.4,5.5
859,860,Morgrem,"['Dark', 'Fairy']",Devious Pokémon,"['Prankster', 'Frisk', 'Pickpocket']",370,"['Poison', 'Steel', 'Fairy']",0.8,12.5
860,861,Grimmsnarl,"['Dark', 'Fairy']",Bulk Up Pokémon,"['Prankster', 'Frisk', 'Pickpocket']",510,"['Poison', 'Steel', 'Fairy']",1.5,61.0
861,862,Obstagoon,"['Dark', 'Normal']",Blocking Pokémon,"['Reckless', 'Guts', 'Defiant']",520,"['Fighting', 'Bug', 'Fairy']",1.6,46.0
862,863,Perrserker,['Steel'],Viking Pokémon,"['Battle Armor', 'Tough Claws', 'Steely Spirit']",440,"['Fire', 'Fighting', 'Ground']",0.8,28.0
863,864,Cursola,['Ghost'],Coral Pokémon,"['Weak Armor', 'Perish Body']",510,"['Ghost', 'Dark']",1.0,0.4
864,865,Sirfetchd,['Fighting'],Wild Duck Pokémon,"['Steadfast', 'Scrappy']",507,"['Flying', 'Psychic', 'Fairy']",0.8,117.0
865,866,Mr-Rime,"['Ice', 'Psychic']",Comedian Pokémon,"['Tangled Feet', 'Screen Cleaner', 'Ice Body']",520,"['Fire', 'Bug', 'Rock', 'Ghost', 'Dark', 'Steel']",1.5,58.2
866,867,Runerigus,"['Ground', 'Ghost']",Grudge Pokémon,['Wandering Spirit'],483,"['Water', 'Grass', 'Ice', 'Ghost', 'Dark']",1.6,66.6
867,868,Milcery,['Fairy'],Cream Pokémon,"['Sweet Veil', 'Aroma Veil']",270,"['Poison', 'Steel']",0.2,0.3
868,869,Alcremie,['Fairy'],Cream Pokémon,"['Sweet Veil', 'Aroma Veil']",495,"['Poison', 'Steel']",0.3,0.5
869,870,Falinks,['Fighting'],Formation Pokémon,"['Battle Armor', 'Defiant']",470,"['Flying', 'Psychic', 'Fairy']",3.0,62.0
870,871,Pincurchin,['Electric'],Sea Urchin Pokémon,"['Lightning Rod', 'Electric Surge']",435,['Ground'],0.3,1.0
871,872,Snom,"['Ice', 'Bug']",Worm Pokémon,"['Shield Dust', 'Ice Scales']",185,"['Fire', 'Flying', 'Rock', 'Steel']",0.3,3.8
872,873,Frosmoth,"['Ice', 'Bug']",Frost Moth Pokémon,"['Shield Dust', 'Ice Scales']",475,"['Fire', 'Flying', 'Rock', 'Steel']",1.3,42.0
873,874,Stonjourner,['Rock'],Big Rock Pokémon,['Power Spot'],470,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",2.5,520.0
874,875,Eiscue,['Ice'],Penguin Pokémon,['Ice Face'],470,"['Fire', 'Fighting', 'Rock', 'Steel']",1.4,89.0
875,876,Indeedee,"['Psychic', 'Normal']",Emotion Pokémon,"['Inner Focus', 'Synchronize', 'Psychic Surge']",475,"['Bug', 'Dark']",0.9,28.0
876,877,Morpeko,"['Electric', 'Dark']",Two-Sided Pokémon,['Hunger Switch'],436,"['Fighting', 'Ground', 'Bug']",0.3,3.0
877,878,Cufant,['Steel'],Copperderm Pokémon,"['Sheer Force', 'Heavy Metal']",330,"['Fire', 'Fighting', 'Ground']",1.2,100.0
878,879,Copperajah,['Steel'],Copperderm Pokémon,"['Sheer Force', 'Heavy Metal']",500,"['Fire', 'Fighting', 'Ground']",3.0,650.0
879,880,Dracozolt,"['Electric', 'Dragon']",Fossil Pokémon,"['Volt Absorb', 'Hustle', 'Sand Rush']",505,"['Ice', 'Ground', 'Dragon', 'Fairy']",1.8,190.0
880,881,Arctozolt,"['Electric', 'Ice']",Fossil Pokémon,"['Volt Absorb', 'Static', 'Slush Rush']",505,"['Fire', 'Fighting', 'Ground', 'Rock']",2.3,150.0
881,882,Dracovish,"['Water', 'Dragon']",Fossil Pokémon,"['Water Absorb', 'Strong Jaw', 'Sand Rush']",505,"['Dragon', 'Fairy']",2.3,215.0
882,883,Arctovish,"['Water', 'Ice']",Fossil Pokémon,"['Water Absorb', 'Ice Body', 'Slush Rush']",505,"['Grass', 'Electric', 'Fighting', 'Rock']",2.0,175.0
883,884,Duraludon,"['Steel', 'Dragon']",Alloy Pokémon,"['Light Metal', 'Heavy Metal', 'Stalwart']",535,"['Fighting', 'Ground']",1.8,40.0
884,885,Dreepy,"['Dragon', 'Ghost']",Lingering Pokémon,"['Clear Body', 'Infiltrator', 'Cursed Body']",270,"['Ice', 'Ghost', 'Dragon', 'Dark', 'Fairy']",0.5,2.0
885,886,Drakloak,"['Dragon', 'Ghost']",Caretaker Pokémon,"['Clear Body', 'Infiltrator', 'Cursed Body']",410,"['Ice', 'Ghost', 'Dragon', 'Dark', 'Fairy']",1.4,11.0
886,887,Dragapult,"['Dragon', 'Ghost']",Stealth Pokémon,"['Clear Body', 'Infiltrator', 'Cursed Body']",600,"['Ice', 'Ghost', 'Dragon', 'Dark', 'Fairy']",3.0,50.0
887,888,Zacian,['Fairy'],Warrior Pokémon,['Intrepid Sword'],670,"['Poison', 'Steel']",2.8,110.0
888,889,Zamazenta,['Fighting'],Warrior Pokémon,['Dauntless Shield'],670,"['Flying', 'Psychic', 'Fairy']",2.9,210.0
889,890,Eternatus,"['Poison', 'Dragon']",Gigantic Pokémon,['Pressure'],690,"['Ice', 'Ground', 'Psychic', 'Dragon']",20.,950.0
890,891,Kubfu,['Fighting'],Wushu Pokémon,['Inner Focus'],385,"['Flying', 'Psychic', 'Fairy']",0.6,12.0
891,892,Urshifu,"['Fighting', 'Dark']",Wushu Pokémon,['Unseen Fist'],550,"['Fighting', 'Flying', 'Fairy']",1.9,105.0
892,893,Zarude,"['Dark', 'Grass']",Rogue Monkey Pokémon,['Leaf Guard'],600,"['Fire', 'Ice', 'Fighting', 'Poison', 'Flying', 'Bug', 'Fairy']",1.8,70.0
893,894,Regieleki,['Electric'],Electron Pokémon,['Transistor'],580,['Ground'],1.2,145.0
894,895,Regidrago,['Dragon'],Dragon Orb Pokémon,"[""Dragon's Maw""]",580,"['Ice', 'Dragon', 'Fairy']",2.1,200.0
895,896,Glastrier,['Ice'],Wild Horse Pokémon,['Chilling Neigh'],580,"['Fire', 'Fighting', 'Rock', 'Steel']",2.2,800.0
896,897,Spectrier,['Ghost'],Swift Horse Pokémon,['Grim Neigh'],580,"['Ghost', 'Dark']",2.0,44.5
897,898,Calyrex,"['Psychic', 'Grass']",King Pokémon,['Unnerve'],500,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Ghost', 'Dark']",1.1,7.7
898,899,Wyrdeer,"['Normal', 'Psychic']",Big Horn Pokémon,"['Intimidate', 'Frisk', 'Sap Sipper']",525,"['Bug', 'Dark']",1.8,95.1
899,900,Kleavor,"['Bug', 'Rock']",Axe Pokémon,"['Swarm', 'Sheer Force', 'Steadfast']",500,"['Water', 'Rock', 'Steel']",1.8,89.0
900,901,Ursaluna,"['Ground', 'Normal']",Peat Pokémon,"['Guts', 'Bulletproof', 'Unnerve']",550,"['Water', 'Grass', 'Ice', 'Fighting']",2.4,290.0
901,902,Basculegion,"['Water', 'Ghost']",Big Fish Pokémon,"['Rattled', 'Adaptability', 'Mold Breaker']",530,"['Grass', 'Electric', 'Ghost', 'Dark']",3.0,110.0
902,903,Sneasler,"['Poison', 'Fighting']",Free Climb Pokémon,"['Pressure', 'Poison Touch']",510,"['Ground', 'Flying', 'Psychic']",1.3,43.0
903,904,Overqwil,"['Dark', 'Poison']",Pin Cluster Pokémon,"['Poison Point', 'Swift Swim', 'Intimidate']",510,['Ground'],2.5,60.5
904,905,Enamorus,"['Fairy', 'Flying']",Love-Hate Pokémon,"['Healer', 'Contrary']",580,"['Electric', 'Ice', 'Poison', 'Rock', 'Steel']",1.6,48.0
